age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
62,F,City,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,54.43,45007.21,16.0,698.25,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Pro,18,17,2417,463.33,3,240
26,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,34.9,82875.13,14.0,826.12,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,17,16,1614,161.57,10,698
51,M,Town,No,Without Offers,Smartphone,Mobile_Data,15.0,32.73,33718.51,13.0,849.56,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,28,25,2336,754.27,7,170
18,F,City,No,Without Offers,Desktop,Fiber_Optic,5.0,31.11,9709.11,17.0,610.45,Yes,No,No,Not Applicable,Too many ads,1,Basic,14,12,431,394.62,4,540
22,F,City,Yes,Credit/Debit Card Offers,Both,Mobile_Data,16.0,588.81,49897.69,25.0,700.16,Yes,No,Yes,Unsolved,Poor Customer Service,1,Pro,18,17,2402,343.34000000000003,3,697
21,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,246.69,1596.18,12.0,808.88,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,31,28,2072,692.4399999999999,0,609
37,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,272.76,49127.29,16.0,588.54,No,Yes,No,Not Applicable,Too many ads,1,Basic,9,9,304,224.58,4,1056
35,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,49.99,45312.34,27.0,705.44,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,18,16,354,532.99,1,568
21,F,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,10.0,325.51,48304.77,16.0,593.3,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,21,17,402,605.09,0,549
32,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,32.48,42651.02,14.0,709.83,Yes,No,No,Not Applicable,No reason specified,0,Pro,25,22,2558,451.35,7,899
64,F,Village,Yes,Without Offers,Desktop,Wi-Fi,11.0,30.95,36655.04,28.0,221.588107,No,Yes,No,Not Applicable,Poor Website,1,Pro,29,24,2648,679.71,15,129
63,F,Village,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,110.51,13810.68,14.0,713.9,No,Yes,Yes,Solved,Poor Customer Service,1,Pro,38,30,2174,1072.15,1,781
18,M,Village,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,30.58,14304.19,23.0,416.792663,Yes,No,Yes,Unsolved,Too many ads,1,Basic,5,5,461,111.56,26,197
11,M,Town,No,Without Offers,Smartphone,Mobile_Data,19.0,31.54,7503.14,17.0,689.12,Yes,No,No,Not Applicable,Too many ads,1,Basic,17,16,198,544.99,8,755
50,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,215.82,34525.83,6.0,656.51,Yes,Yes,No,Not Applicable,No reason specified,1,Basic,15,15,349,264.79,0,286
34,F,City,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,7.0,146.82,84721.8,16.0,769.59,No,Yes,Yes,Solved,User Friendly Website,0,Enterprise,50,38,11776,1279.54,5,280
30,F,City,No,Without Offers,Desktop,Mobile_Data,7.0,327.32,8681.23,23.0,708.55,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,15,15,468,413.88,6,136
58,M,City,No,Without Offers,Smartphone,Mobile_Data,17.0,141.53,29343.11,23.0,709.77,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,19,2289,335.59,6,246
48,M,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,352.66,14657.6,7.0,784.13,No,Yes,Yes,No Information Available,No reason specified,0,Pro,34,28,2600,756.18,1,1096
35,F,Village,No,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,33.3,8120.82,28.0,517.27,No,Yes,No,Not Applicable,Too many ads,1,Basic,10,9,390,286.07,12,784
35,M,Town,No,Without Offers,Desktop,Fiber_Optic,19.0,174.18,7159.65,16.0,619.26,Yes,No,Yes,No Information Available,No reason specified,1,Pro,17,17,1270,225.66,7,702
23,M,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,171.35,13587.6,8.0,740.46,Yes,No,Yes,Solved,Poor Product Quality,0,Pro,32,28,1792,871.33,0,697
50,M,Town,No,Gift Vouchers/Coupons,Both,Fiber_Optic,8.0,1507.667811,40452.86,35.10973977,1168.176116,Yes,Yes,Yes,Unsolved,Products always in Stock,0,Enterprise,25,22,10656,366.88,0,245
12,M,Village,No,Without Offers,Both,Mobile_Data,3.0,443.83,21116.07,9.0,779.48,Yes,No,Yes,No Information Available,Too many ads,0,Enterprise,54,39,8418,1555.04,3,203
57,M,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,174.18,37841.98,21.0,771.13,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,36,28,2767,1034.19,1,1030
42,F,Village,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21.0,56.9,72537.15,12.0,419.0864818,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Pro,37,27,2362,838.38,3,898
17,F,City,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,3.0,245.64,85710.38,18.0,843.31,Yes,Yes,Yes,Unsolved,Quality Customer Care,0,Enterprise,25,21,10147,429.39,3,833
38,F,Village,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17.0,39.56,26064.49,16.0,725.59,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,29,25,7384,639.03,10,955
64,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20.0,247.32,41814.35,8.0,779.4,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,30,26,14723,413.59,2,106
24,M,Village,No,Without Offers,Desktop,Mobile_Data,9.0,1111.980023,44658.99,15.0,391.9342377,Yes,No,Yes,No Information Available,Poor Product Quality,0,Enterprise,36,26,8614,629.85,8,652
20,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,162.25,17556.68,25.0,698.25,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,18,16,226,369.94,0,1020
45,F,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,23.0,70.96,47682.83,23.0,677.14,Yes,No,Yes,Unsolved,Poor Product Quality,1,Pro,23,20,2250,407.07,15,31
43,M,City,Yes,Without Offers,Smartphone,Mobile_Data,9.0,78.88,18711.69,10.0,541.64,Yes,No,Yes,Unsolved,Too many ads,1,Basic,12,11,486,343.49,5,819
43,F,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,174.18,25282.02,8.0,762.33,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,26,22,10036,383.85,1,607
53,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,310.5,42457.19,16.0,559.26,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,14,11,274,221.59,5,713
18,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19.0,374.29,46559.19,11.0,671.98,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,13,13,611,240.3,0,944
23,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,10.0,285.91,39459.58,19.0,680.4,Yes,Yes,Yes,Unsolved,Poor Website,1,Basic,16,14,355,488.93,4,938
61,M,Town,No,Without Offers,Smartphone,Mobile_Data,16.0,148.2,45368.91,29.0,698.25,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,8,8,510,137.94,4,599
10,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14.0,55.38,3573.61,13.0,698.25,No,Yes,Yes,Solved,Poor Customer Service,1,Pro,19,17,1368,232.02,0,537
32,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13.0,36.69,14917.8,24.0,378.8893256,No,Yes,No,Not Applicable,No reason specified,1,Basic,10,10,214,144.44,1,221
11,M,Village,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,4.0,417.69,22608.49,25.0,706.52,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,26,23,3068,356.02,7,689
33,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19.0,213.51,11930.81,15.0,698.25,No,Yes,Yes,Solved,Reasonable Price,0,Enterprise,31,26,10781,521.4,0,824
50,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,321.22,44254.07,29.0,614.83,No,Yes,No,Not Applicable,Poor Website,1,Pro,26,24,2087,572.07,0,273
49,M,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,173.9,42084.55,6.0,708.79,No,Yes,Yes,Unsolved,Poor Customer Service,0,Pro,15,14,1664,314.66,0,588
26,M,Village,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,362.7,14973.55,24.0,757.26,Yes,No,Yes,Unsolved,Poor Customer Service,0,Pro,33,26,2651,688.88,5,627
16,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,412.46,99121.05,2.0,716.62,Yes,Yes,Yes,Unsolved,Quality Customer Care,0,Enterprise,51,38,9632,1161.06,0,128
18,M,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,16.0,357.77,26113.09,10.0,698.25,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,47,38,10525,1195.36,0,1094
13,F,Town,No,Without Offers,Desktop,Wi-Fi,12.0,443.5252482,36922.16,16.0,618.07,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,32,25,1660,803.07,0,1025
64,F,Village,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,101.86,9468.96,19.0,698.25,Yes,No,Yes,No Information Available,Poor Product Quality,1,Pro,24,21,1421,424.46,1,894
48,F,Village,No,Without Offers,Both,Fiber_Optic,21.0,361.16,3707.28,28.0,715.62,Yes,No,Yes,Solved,Poor Product Quality,0,Pro,36,29,2139,588.78,2,941
56,M,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.0,174.18,19982.25,8.0,770.43,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,55,38,9726,1406.38,0,208
16,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3.0,229.45,24875.39,14.0,760.31,Yes,No,No,Not Applicable,No reason specified,0,Pro,45,35,2483,1160.66,1,947
13,M,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,193.1,14095.15,29.0,733.17,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,54,39,8263,1195.64,0,609
25,F,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,32.31,94770.31,14.0,768.53,Yes,No,Yes,No Information Available,Products always in Stock,0,Pro,19,19,1645,269.28,1,152
16,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,2164.764201,7907.15,8.0,631.78,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,18,15,417,331.85,15,772
61,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,9.0,1311.31,3813.42,6.0,715.91,Yes,Yes,Yes,Solved,Too many ads,0,Pro,23,22,1321,481.43,1,20
49,M,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,773.0,13824.17,15.0,577.11,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,17,15,359,546.6,5,659
15,M,Town,Yes,Without Offers,Smartphone,Fiber_Optic,13.0,105.97,26457.93,15.0,748.57,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,36,34,11149,668.49,3,723
61,F,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,146.86,11225.87,28.0,1265.12564,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,31,23,1751,669.76,3,87
51,F,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,22.0,429.2,16065.56,8.0,679.67,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,10,10,224,230.01,1,734
34,M,Town,Yes,Without Offers,Both,Mobile_Data,5.0,249.84,22560.25,29.0,741.87,Yes,Yes,Yes,No Information Available,Poor Website,0,Enterprise,46,36,13586,1032.25,8,243
20,M,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,85.51,16205.65,16.0,732.73,No,Yes,No,Not Applicable,Too many ads,0,Pro,30,28,1615,574.49,0,1014
31,F,Town,No,Credit/Debit Card Offers,Both,Wi-Fi,16.0,450.91,30110.35,7.0,795.1,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,34,28,11606,746.2,0,745
45,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,174.18,5266.9,16.0,839.45,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,31,26,14957,439.76,1,1018
27,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,1.0,649.36,16741.67,7.0,1064.791077,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,35,28,8513,776.2,0,306
15,F,Town,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,16.0,931.02,11366.68,21.0,263.0838422,Yes,Yes,No,Not Applicable,No reason specified,1,Basic,10,10,355,223.41,5,914
12,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,12.0,45.98,24091.71,7.0,698.25,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Enterprise,36,29,8861,768.3199999999999,0,930
48,F,City,No,Without Offers,Desktop,Wi-Fi,12.0,83.73,10625.07,8.0,1059.927667,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,15,13,266,465.5,1,662
43,F,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,74.6,98379.44,10.0,819.25,Yes,No,Yes,Solved,User Friendly Website,0,Pro,40,33,2133,1023.41,0,345
42,F,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,30.74,27420.8,29.0,664.5,No,Yes,Yes,Unsolved,No reason specified,1,Basic,13,11,286,308.02,4,783
31,F,Town,Yes,Without Offers,Desktop,Fiber_Optic,12.0,120.63,26692.31,23.0,756.88,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,37,33,8956,619.01,1,140
58,M,City,Yes,Credit/Debit Card Offers,Both,Mobile_Data,5.0,419.3,51798.3,1.0,352.7271457,No,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,50,34,10043,1172.15,0,730
51,M,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,338.31,48214.52,16.0,669.15,No,Yes,No,Not Applicable,No reason specified,1,Basic,9,9,432,192.81,3,86
17,M,Town,Yes,Without Offers,Smartphone,Wi-Fi,12.0,66.1,7607.73,9.0,694.84,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,18,16,378,566.42,1,357
62,F,City,Yes,Without Offers,Desktop,Fiber_Optic,6.0,600.41,10483.65,28.0,783.8518881,Yes,No,No,Not Applicable,Too many ads,1,Basic,7,7,364,181.59,27,1039
45,F,City,No,Without Offers,Desktop,Wi-Fi,5.0,229.35,77358.84,9.0,784.21,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,29,25,10958,412.67,0,12
14,M,City,No,Without Offers,Desktop,Mobile_Data,8.0,303.1,11766.96,11.0,548.28,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,8,8,242,160.99,13,693
36,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,34.52,30612.61,13.0,698.25,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,33,31,9284,535.39,0,605
17,F,Village,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,79.48,3203.6,5.0,794.57,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,35,29,1962,832.5,1,799
21,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,31.04,3084.66,14.0,649.37,No,Yes,No,Not Applicable,Too many ads,1,Basic,14,13,413,370.06,14,25
52,M,Town,Yes,Credit/Debit Card Offers,Both,Wi-Fi,6.0,700.86,30824.02,19.0,629.63,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,13,13,299,241.7,3,273
56,F,Village,Yes,Without Offers,Smartphone,Mobile_Data,23.0,291.86,36327.16,5.0,620.15,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,26,22,1559,637.24,0,1052
15,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,37.38,8393.62,16.0,796.31,No,Yes,Yes,Unsolved,Too many ads,0,Enterprise,52,42,10378,1345.22,4,940
31,F,Village,Yes,Without Offers,Smartphone,Mobile_Data,11.0,236.5,38270.88,16.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,15,14,379,279.35,13,821
58,M,Town,Yes,Without Offers,Smartphone,Fiber_Optic,13.0,530.58,33200.18,21.0,551.11,Yes,No,No,Not Applicable,Poor Website,1,Basic,19,19,409,377.01,10,774
46,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7.0,559.92,56789.05,8.0,1196.10312,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,52,37,11211,1634.67,4,115
22,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,30.3,49846.32,28.0,719.25,Yes,No,Yes,No Information Available,No reason specified,0,Pro,22,16,1786,405.61,11,1022
37,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.0,135.89,3212.05,12.0,808.49,No,Yes,Yes,Unsolved,Reasonable Price,0,Pro,24,21,2145,490.29,3,234
12,F,Town,No,Gift Vouchers/Coupons,Both,Mobile_Data,15.0,277.18,33044.81,5.0,720.03,Yes,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,53,36,8765,1491.79,0,972
30,F,City,Yes,Without Offers,Smartphone,Fiber_Optic,14.0,129.94,48819.03,12.0,1108.546936,Yes,No,Yes,No Information Available,Poor Product Quality,0,Enterprise,24,20,12972,350.75,1,673
49,F,Village,Yes,Without Offers,Desktop,Mobile_Data,7.0,1100.949436,25388.09,26.0,574.74,Yes,No,No,Not Applicable,Too many ads,1,Basic,12,11,189,346.08,14,568
11,F,Village,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,494.44,17998.75,21.0,735.49,No,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,37,34,10947,567.29,0,694
49,M,Town,Yes,Without Offers,Desktop,Mobile_Data,18.0,455.39,24415.74,32.49910441,710.68,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,30,27,8227,500.1,0,848
46,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19.0,146.77,43869.33,18.0,628.31,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,15,15,429,286.98,6,595
29,F,City,Yes,Without Offers,Smartphone,Wi-Fi,12.0,995.1980318,63118.37,1.0,710.34,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,27,21,10017,384.19,2,242
32,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14.0,516.46,25412.84,27.0,990.0944923,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,22,17,275,485.98,15,116
14,F,Town,No,Without Offers,Desktop,Wi-Fi,12.0,385.18,6931.62,18.0,393.1624112,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,11,11,302,203.8,4,569
38,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9.0,31.57,3821.79,18.0,878.4205742,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,13,12,207,283.4,5,787
48,F,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,52.45,10521.05,6.0,775.37,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,39,30,10287,736.87,2,176
36,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,931.5473267,46415.25,17.0,698.25,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,10,10,336,155.0,4,25
58,F,City,No,Without Offers,Smartphone,Mobile_Data,17.0,174.18,35355.47,10.0,767.64,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,63,43,8481,1508.34,1,693
44,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,294.27,22440.26,6.0,730.38,No,Yes,No,Not Applicable,Poor Website,0,Pro,21,19,1336,551.25,0,960
16,F,Town,No,Without Offers,Smartphone,Mobile_Data,6.0,364.07,16921.4,29.0,698.25,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,28,23,11666,483.88,5,932
58,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,7.0,294.33,10850.83,11.0,837.65,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,36,31,8893,879.65,7,263
54,F,City,No,Without Offers,Desktop,Mobile_Data,11.0,119.33,33821.03,8.0,625.47,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Pro,24,23,1884,572.39,0,202
50,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,151.8,37127.62,35.95548706,754.29,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,38,31,6615,598.75,0,208
49,F,Village,No,Without Offers,Smartphone,Mobile_Data,10.0,289.84,975.76,17.0,698.25,No,Yes,Yes,No Information Available,Too many ads,1,Basic,16,15,365,267.61,11,26
17,M,City,No,Without Offers,Desktop,Wi-Fi,14.0,388.08,98247.86,17.0,779.67,Yes,Yes,Yes,Unsolved,Products always in Stock,0,Enterprise,31,24,7731,479.28,7,620
60,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,3.0,198.14,36756.81,13.0,588.29,Yes,No,No,Not Applicable,Poor Website,1,Basic,17,17,250,470.34,1,128
64,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,173.97,10552.9,8.0,634.17,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Basic,13,13,346,174.31,12,636
46,M,Town,Yes,Without Offers,Smartphone,Mobile_Data,5.0,60.65,30200.61,16.0,626.47,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,21,20,286,479.66,3,633
16,M,Town,No,Credit/Debit Card Offers,Both,Mobile_Data,10.0,488.36,42972.05,22.0,970.6323045,No,Yes,No,Not Applicable,Poor Customer Service,0,Basic,15,15,233,316.99,0,423
48,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,2.0,410.04,12054.14,8.0,844.59,No,Yes,Yes,No Information Available,Reasonable Price,0,Pro,26,22,2237,437.36,6,452
33,F,Town,No,Without Offers,Smartphone,Fiber_Optic,9.0,135.02,6783.31,16.0,610.6,No,Yes,Yes,No Information Available,Too many ads,1,Basic,17,17,459,369.55,6,1057
58,F,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,1.0,271.25,49444.18,26.0,679.77,Yes,No,No,Not Applicable,No reason specified,1,Basic,16,15,299,337.75,14,672
27,F,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,33.32,3758.58,17.0,698.25,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,24,20,7684,293.84000000000003,0,275
10,F,Town,No,Without Offers,Smartphone,Mobile_Data,10.0,1564.735318,11262.24,27.0,776.02,Yes,No,Yes,No Information Available,No reason specified,0,Enterprise,49,36,9991,1164.02,0,692
21,M,City,Yes,Without Offers,Desktop,Fiber_Optic,20.0,176.13,42589.59,36.78240818,785.52,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,25,22,2006,527.43,2,892
42,M,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,8.0,240.05,35584.89,26.0,542.4,No,Yes,Yes,No Information Available,Too many ads,1,Basic,9,9,324,157.92000000000002,18,125
32,F,City,Yes,Without Offers,Desktop,Wi-Fi,9.0,47.3,14405.49,8.0,586.33,Yes,No,Yes,Unsolved,Too many ads,1,Basic,15,13,265,324.39,8,415
38,F,Village,No,Without Offers,Desktop,Mobile_Data,7.0,117.16,56746.99,4.0,771.7,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,40,30,2919,1064.6,6,11
64,F,Town,Yes,Without Offers,Desktop,Fiber_Optic,11.0,1337.18,7675.87,22.0,675.42,No,Yes,Yes,No Information Available,Poor Website,1,Pro,23,22,2466,328.23,1,896
40,F,City,No,Credit/Debit Card Offers,Both,Mobile_Data,14.0,174.18,36831.96,16.0,698.25,Yes,No,Yes,Unsolved,No reason specified,1,Basic,24,20,341,657.56,1,912
37,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,98.23,24539.48,25.0,750.63,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,47,37,14083,1235.01,0,102
28,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,1410.52,84245.8,17.0,730.5,Yes,Yes,No,Not Applicable,Reasonable Price,0,Pro,20,18,1655,371.99,1,141
35,F,City,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,167.29,18328.93,4.0,754.08,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0,Pro,29,26,1981,752.0,4,967
47,F,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,566.41,16473.34,8.0,479.0485666,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,45,33,9039,882.6899999999999,0,762
21,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,58.97,3908.69,7.0,1184.837298,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,25,23,1978,520.7,1,884
18,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,3.0,206.08,39665.2,1.0,793.82,Yes,No,No,Not Applicable,Reasonable Price,0,Pro,15,15,1768,296.11,4,647
60,M,Town,Yes,Without Offers,Desktop,Mobile_Data,3.0,1237.36,37177.17,26.0,672.14,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,18,17,2247,311.05,23,374
32,M,City,No,Without Offers,Desktop,Wi-Fi,13.0,252.87,8673.81,27.0,554.91,No,Yes,Yes,Unsolved,No reason specified,1,Basic,13,12,319,169.33,6,767
29,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,949.23,26269.88,23.0,604.09,No,Yes,No,Not Applicable,Too many ads,0,Basic,12,11,317,245.34,31,764
35,F,City,Yes,Without Offers,Both,Mobile_Data,16.0,250.97,19079.32,5.0,748.77,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,33,28,8605,561.15,0,189
44,F,Town,Yes,Without Offers,Desktop,Wi-Fi,13.0,631.8,29335.83,16.0,339.0987743,Yes,Yes,Yes,No Information Available,No reason specified,1,Basic,10,10,377,122.42,2,597
55,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,6.0,158.8,19850.04,23.0,614.07,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Pro,26,23,1929,570.58,0,516
31,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14.0,160.29,33900.84,11.0,338.2090971,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,59,41,7827,1528.61,1,597
45,M,City,No,Without Offers,Desktop,Fiber_Optic,3.0,303.57,18981.51,29.0,701.41,Yes,No,Yes,Solved,No reason specified,0,Pro,31,24,1869,656.1800000000001,0,534
