age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
22,F,WQ9JQI4,City,21-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:01:14,11,189.89,32394.21,17,665.65,No,Yes,No,Not Applicable,Poor Website,1,Basic,3,3,414,50.43,29
33,M,L3G01I0,City,18-08-2017,?,CID17703,Without Offers,Desktop,Wi-Fi,21:33:38,20,98.74,28732.92,22,573.57,No,Yes,Yes,No Information Available,Too many ads,1,Basic,15,15,421,317.01,0
48,F,T5OUXME,,13-04-2017,Yes,CID11996,Without Offers,Desktop,Wi-Fi,16:37:37,8,64.0,18519.59,38.24366532,710.63,Yes,No,Yes,Unsolved,Products always in Stock,0,Enterprise,48,35,12665,1364.97,1
48,M,TRVSYT5,Village,29-01-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,14:48:04,2,32.56,39360.79,29,780.47,No,Yes,Yes,No Information Available,Too many ads,0,Pro,22,21,3035,530.1,2
46,F,WDYOQS6,Town,15-02-2017,Yes,CID62700,Without Offers,Both,Fiber_Optic,7:33:08,9,1094.41,27634.34,Error,793.79,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,35,32,6381,716.5,1
11,F,G37P19N,City,05-04-2015,?,CID47069,Gift Vouchers/Coupons,?,Fiber_Optic,15:07:29,12,535.66,48034.55,24,673.27,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,10,10,496,209.64,6
60,F,U8FXUYV,Town,13-03-2015,Yes,CID17899,Without Offers,Smartphone,Fiber_Optic,9:33:36,11,101.77,25677.25,20,1462.034756,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Pro,23,20,2474,644.67,12
27,F,PTOD192,Town,20-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,4:58:12,7,492.86,9903.86,25,689.76,Yes,No,No,Not Applicable,No reason specified,1,Pro,23,19,1909,442.94,0
29,F,7A1NJFP,Town,13-06-2017,Yes,CID56767,Without Offers,Smartphone,Fiber_Optic,16:30:35,16,510.57,31202.11,19,,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,12,11,236,263.75,4
10,M,56WT6FR,City,24-04-2016,No,xxxxxxxx,Without Offers,?,Mobile_Data,20:32:21,-999,34.63,38578.25,22,754.91,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,28,24,12797,325.7,0
62,F,32QHMB8,,10-11-2017,?,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,2:49:58,9,223.05,21784.95,23,652.34,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,34,30,1542,815.4,0
33,M,57S5ZWE,City,04-03-2016,?,CID57328,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:14:16,23,118.42,4424.19,20,799.33,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,30,26,9103,542.21,8
41,F,SUMJR4K,,23-11-2015,?,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:34:17,11,211.43,33393.53,20,1030.470562,Yes,No,No,Not Applicable,Too many ads,1,Pro,44,38,1391,1415.69,5
54,M,0JCAJN5,Town,20-04-2016,?,CID62314,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:04:00,8,276.71,34449.98,17,677.59,Yes,No,No,Not Applicable,Poor Website,1,Pro,18,16,1307,333.09,6
54,M,S5GFMTE,City,14-02-2017,No,xxxxxxxx,Without Offers,?,Mobile_Data,5:10:29,12,158.39,15345.72,6,1033.866731,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,9,9,315,92.96000000000001,14
28,M,AA4AGQV,Village,15-06-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,4:18:35,6,71.56,29493.13,5,863.6515881,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Pro,20,19,1770,335.49,2
57,F,V5ZFQJV,City,19-02-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,4:04:46,11,-785.5439374,35260.56,27,553.11,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,11,11,408,221.96,0
29,F,NQ3VH09,,20-08-2015,?,CID5889,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:17:11,15,150.53,39595.69,9,688.5,No,Yes,Yes,Solved,Poor Website,1,Pro,28,18,2006,585.45,3
43,M,39KBHLT,City,17-05-2016,Yes,CID11107,Without Offers,Smartphone,Fiber_Optic,20:46:41,22,165.87,8859.78,8,,No,Yes,No,Not Applicable,Poor Website,1,Pro,35,29,1763,1019.04,3
30,F,BAS6484,City,28-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:10:53,-999,51.72,35219.09,15,554.0,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,14,13,375,262.98,0
24,M,DT3IT7K,City,29-06-2015,?,CID31523,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:16:57,5,37.83,1822.56,15,787.38,No,Yes,Yes,Unsolved,Too many ads,0,Pro,35,25,2024,888.63,0
27,F,70H51FH,City,29-07-2015,?,CID7126,Credit/Debit Card Offers,Desktop,Mobile_Data,6:41:19,22,394.71,45095.45,13,,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,10,10,223,185.79,3
57,M,N06BPOD,,30-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:35:25,12,244.38,38984.21,25,137.9646178,Yes,No,Yes,Unsolved,Poor Website,0,Basic,11,9,298,192.94,7
24,M,7PS16O0,City,09-09-2016,?,CID44944,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:36:49,17,55.41,19054.21,18,671.71,No,Yes,Yes,Unsolved,Poor Website,1,Basic,9,9,290,136.0,12
44,F,LT1YGGV,Town,07-05-2017,Yes,CID22806,Without Offers,Smartphone,Fiber_Optic,18:51:07,18,123.5,35109.7,27,179.6747743,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,35,26,9203,715.06,0
32,M,SSSHO7Z,Town,27-06-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,15:45:58,18,198.37,10080.35,19,512.63,No,Yes,No,Not Applicable,Poor Website,1,Basic,13,12,273,328.99,0
11,F,4LQO0YA,Town,22-01-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13:13:46,6,179.35,12469.78,Error,583.95,Yes,No,No,Not Applicable,Poor Website,1,Basic,15,14,458,276.33,11
35,M,RIQN9PS,Town,20-02-2015,Yes,CID36155,Without Offers,?,Mobile_Data,13:05:45,16,436.95,35017.25,8,590.46,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,16,16,394,450.96,18
11,M,83FSY8P,City,29-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:07:09,6,251.38,3232.8,27,960.9841164,No,Yes,No,Not Applicable,Poor Website,1,Pro,31,20,1610,876.89,4
16,F,MPXQB5L,City,30-12-2015,Yes,CID26882,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:47:27,18,48.09,22363.96,11,682.9,Yes,No,No,Not Applicable,No reason specified,0,Basic,7,7,332,131.64,33
49,F,GJIEJ4U,Town,03-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:09:05,-999,81.74,4548.37,25,706.01,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,16,16,1320,262.07,1
61,M,Q3SI0AI,Town,22-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2:25:27,18,59.1,38199.71,7,749.27,No,Yes,Yes,No Information Available,Too many ads,0,Enterprise,51,40,8632,1487.15,1
32,F,MF4QYSV,City,02-11-2015,Yes,CID45040,Gift Vouchers/Coupons,?,Mobile_Data,7:50:28,13,152.89,44007.03,5,713.65,Yes,No,No,Not Applicable,Poor Website,1,Basic,6,6,324,142.16,28
34,F,S2Y7A13,,18-03-2015,?,CID6130,Without Offers,Desktop,Fiber_Optic,19:15:32,6,94.5,8861.92,9,343.222101,No,Yes,No,Not Applicable,Too many ads,0,Pro,35,28,1624,795.93,1
19,M,5W31TZV,Town,07-09-2016,?,CID45016,Credit/Debit Card Offers,Both,Mobile_Data,13:53:01,14,463.21,72997.82,2,791.89,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,49,34,7065,1262.75,1
62,M,LQ1QYUP,Village,11-02-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,5:00:09,12,166.21,17137.13,15,,No,Yes,Yes,Solved in Follow-up,No reason specified,0,Enterprise,35,31,14977,653.39,0
31,M,3VD3B1D,City,03-05-2016,Yes,CID31833,,?,Mobile_Data,22:36:25,14,834.46,31378.39,17,716.61,Yes,Yes,Yes,Unsolved,Poor Website,0,Enterprise,46,33,8890,1327.1,1
56,F,RUSNKKX,City,09-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:38:10,5,44.87,29291.02,8,729.18,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Enterprise,53,38,8876,1182.38,4
36,F,4EJF8HZ,Town,14-11-2017,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:28:14,13,231.47,45193.23,22,571.88,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Basic,18,17,242,478.16,1
63,M,S4TEXC3,,24-04-2017,Yes,CID15506,Credit/Debit Card Offers,Both,Fiber_Optic,13:57:46,17,694.38,20963.49,13,623.88,No,Yes,Yes,Unsolved,Too many ads,1,Basic,14,13,394,334.56,2
37,F,Y91XQQJ,,02-02-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,0:29:32,5,169.59,3775.75,22,714.2,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,45,35,9964,907.5500000000001,4
21,F,QGAGGAY,City,26-04-2017,Yes,CID49444,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:07:22,11,1385.43,43242.03,12,662.77,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,9,9,416,135.38,0
15,F,3ZPX2LQ,City,30-06-2015,Yes,CID19876,Without Offers,Both,Wi-Fi,19:05:33,9,744.49,46780.42,29,795.95,Yes,Yes,Yes,Solved,Poor Customer Service,0,Enterprise,48,38,7457,1316.28,3
25,F,VPDYUIU,City,01-12-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,8:27:02,14,58.59,34197.64,8,678.32,Yes,No,No,Not Applicable,No reason specified,1,Basic,15,14,446,555.72,4
31,F,AND57PF,City,05-08-2017,?,CID31849,Without Offers,Desktop,Mobile_Data,8:18:04,14,62.86,25845.89,Error,684.08,No,Yes,No,Not Applicable,Too many ads,0,Basic,8,8,257,95.32000000000001,18
21,F,DF2BLBP,City,22-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,3:29:39,12,163.16,19693.4,Error,,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,49,36,11227,1512.49,4
54,F,FRJ611K,Town,30-12-2017,?,CID49108,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:17:41,1,161.77,13436.34,10,718.73,No,Yes,Yes,No Information Available,Poor Customer Service,1,Pro,34,29,1485,434.71,3
47,M,O1F4UV8,Town,12-02-2016,Yes,CID49319,Gift Vouchers/Coupons,?,Wi-Fi,16:41:49,19,31.0,39839.07,25,,No,Yes,No,Not Applicable,Too many ads,1,Basic,4,4,350,48.31,13
37,M,8EX9IO5,City,25-12-2016,Yes,CID61279,Gift Vouchers/Coupons,?,Wi-Fi,8:58:06,13,529.6,27581.54,5,620.12,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Pro,30,26,2928,782.31,1
26,F,FL8JYAH,Town,01-12-2015,Yes,CID46275,Credit/Debit Card Offers,Desktop,Fiber_Optic,5:28:29,16,34.73,3635.28,18,,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,10,9,266,183.81,3
46,F,O0FCPMO,Village,16-03-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,16:00:26,14,413.26,47159.49,17,625.85,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,11,11,312,309.06,0
52,M,M1X4NQ5,Town,29-01-2015,Yes,CID60952,Without Offers,Smartphone,Wi-Fi,2:16:37,15,306.79,1155.01,27,,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,12,11,517,221.34,12
30,M,3T2D4M4,City,02-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,16:26:36,24,380.54,24320.24,9,772.25,Yes,Yes,No,Not Applicable,Reasonable Price,0,Pro,31,22,1420,606.97,1
55,F,35OFG8Z,,11-01-2016,Yes,CID48940,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:04:13,21,316.05,12599.58,8,616.57,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,18,18,403,549.26,14
27,F,E6BWGMZ,Town,11-02-2016,?,CID34013,Credit/Debit Card Offers,Desktop,Wi-Fi,2:39:13,13,84.06,46092.2,Error,,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Pro,20,19,2390,359.0,5
55,M,XN0J7ED,Town,25-01-2016,Yes,xxxxxxxx,Without Offers,?,Mobile_Data,7:33:54,8,507.23,45895.15,26,717.24,Yes,Yes,Yes,Unsolved,Poor Customer Service,0,Enterprise,53,39,6539,1255.5,0
63,F,HRAQ9SY,Town,22-09-2017,Yes,CID7917,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:20:19,17,-573.8476694,5896.68,18,784.94,Yes,Yes,Yes,Solved,Poor Website,0,Enterprise,39,29,11080,621.6899999999999,5
35,M,TXKHAS9,Town,04-11-2016,Yes,CID11960,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:21:34,6,89.34,870.66,Error,573.61,Yes,No,Yes,Unsolved,Too many ads,1,Basic,9,9,330,91.42,3
48,F,FSSGAIQ,Town,19-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:26:27,15,281.31,5139.22,24,780.85,Yes,No,No,Not Applicable,No reason specified,0,Pro,18,16,2346,369.21999999999997,4
54,F,TQ89CFO,,29-11-2017,Yes,CID45710,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:07:31,17,598.18,48429.28,21,-61.28701035,Yes,No,No,Not Applicable,Too many ads,1,Basic,6,4,245,72.72,20
39,F,J4UTV5E,,26-01-2017,?,CID43559,Without Offers,Smartphone,Wi-Fi,4:18:04,12,30.3,33214.14,5,,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Enterprise,39,31,8181,892.27,0
10,M,V57H1NL,,30-08-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,6:21:20,6,1100.490279,20116.31,27,624.23,Yes,No,No,Not Applicable,No reason specified,1,Basic,21,20,256,575.19,4
27,M,761WGWS,Village,18-03-2017,?,CID26532,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:16:22,12,130.93,47897.1,8,726.49,No,Yes,Yes,No Information Available,Poor Website,0,Pro,15,14,2927,228.64000000000001,2
32,F,HAJSCR5,,03-03-2015,Yes,CID5662,Without Offers,Smartphone,Fiber_Optic,17:21:38,4,521.65,4178.84,24,451.1600773,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,32,26,2543,953.61,1
17,M,Q9SSZYV,Village,04-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:21:55,14,90.27,20849.22,Error,603.31,Yes,No,Yes,Unsolved,Poor Product Quality,1,Pro,27,23,1645,633.48,1
39,M,5UB7IMA,,03-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:10:43,20,110.74,45903.08,18,191.6962094,No,Yes,No,Not Applicable,Poor Website,1,Pro,29,26,1465,626.29,4
58,M,QXDU7HT,City,19-02-2016,Yes,CID4355,Without Offers,Smartphone,Mobile_Data,4:38:28,17,69.13,33177.91,34.03490791,680.89,Yes,No,No,Not Applicable,Poor Website,1,Basic,9,8,267,201.21,4
49,F,6ZAXHXS,Village,02-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:39:03,12,50.45,43796.43,20,795.53,No,Yes,Yes,No Information Available,Poor Website,0,Pro,32,25,2002,781.62,0
14,F,N0D0GMM,,03-02-2016,Yes,CID23713,Credit/Debit Card Offers,Both,Wi-Fi,11:59:19,4,260.27,4893.96,28,603.43,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,10,10,295,185.28,4
32,M,K0RI50H,Town,04-07-2017,Yes,CID10307,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:37:37,13,606.62,16011.35,28,766.3,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,35,24,11398,634.19,0
35,F,U2J09FK,Village,19-08-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:03:31,14,57.6,36178.38,17,,Yes,No,Yes,No Information Available,Poor Website,1,Basic,11,10,382,317.04,11
21,M,UUO487U,City,12-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:59:31,8,485.56,54601.5,14,735.09,Yes,No,Yes,No Information Available,Reasonable Price,0,Pro,35,27,1563,936.08,1
19,M,4UKBBTT,,31-07-2017,?,CID52903,Credit/Debit Card Offers,Desktop,Wi-Fi,23:00:54,6,141.42,13166.74,20,728.97,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,56,43,11745,1687.54,0
58,F,RTCRCOP,Town,20-08-2017,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,22:52:51,14,132.36,5410.69,27,321.7976685,No,Yes,Yes,Solved,Poor Website,1,Pro,29,22,1850,673.97,0
11,F,88WN4FR,Town,22-09-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:37:57,17,77.69,43614.43,21,1064.993828,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,16,14,279,363.88,7
15,M,38ZZJFO,Town,13-11-2015,Yes,CID8584,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9:38:14,12,88.23,29294.24,Error,831.88,Yes,No,Yes,Unsolved,Products always in Stock,0,Enterprise,36,30,10106,854.47,0
19,F,O0X446H,Village,23-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,0:36:05,17,473.87,45809.36,Error,724.18,No,Yes,Yes,Solved,Poor Website,0,Pro,34,30,1735,732.22,0
16,M,LQGMOPI,,08-10-2017,?,CID16999,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7:09:34,-999,594.67,12039.46,29,531.08,Yes,No,No,Not Applicable,Poor Website,1,Basic,11,11,353,237.87,1
13,F,ZUA4U80,Village,22-04-2017,Yes,CID961,Without Offers,Smartphone,Mobile_Data,20:00:03,22,1048.797465,29619.71,12,646.87,Yes,No,No,Not Applicable,Too many ads,1,Pro,23,20,1733,472.54,3
53,M,8QG5J70,Town,02-01-2016,Yes,CID43976,Gift Vouchers/Coupons,?,Fiber_Optic,13:33:08,2,1207.56,59893.85,13,530.4248373,No,Yes,Yes,Unsolved,User Friendly Website,0,Enterprise,35,27,9109,696.37,0
19,F,REGH7VE,,24-04-2015,?,CID32674,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:38:52,16,365.54,22574.96,8,311.7873809,Yes,No,Yes,No Information Available,Reasonable Price,0,Pro,20,18,2887,264.65,2
31,F,OCBI11Y,City,21-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:46:54,12,267.01,19318.71,21,766.18,Yes,No,Yes,No Information Available,No reason specified,0,Enterprise,25,20,9038,384.12,5
57,M,H4W6GJB,City,01-08-2017,Yes,CID19169,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:15:34,-999,334.83,13170.0,6,577.96,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,21,18,452,376.67,0
29,F,782DCGF,Town,03-05-2017,?,CID2260,Without Offers,Smartphone,Fiber_Optic,15:09:45,17,32.04,26786.68,15,604.55,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,364,379.69,1
35,F,BOF5IF5,City,07-02-2015,Yes,CID50754,Credit/Debit Card Offers,Desktop,Fiber_Optic,6:58:19,7,751.97,16381.23,8,805.36,No,Yes,Yes,No Information Available,Quality Customer Care,0,Enterprise,51,41,12641,1106.33,2
37,M,63J3NOE,Town,12-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:51:18,-999,63.53,48133.94,28,1045.907739,No,Yes,Yes,Solved,Poor Product Quality,0,Pro,23,21,1521,441.98,2
45,F,2VV84BM,Town,26-12-2016,Yes,CID5857,Without Offers,Desktop,Fiber_Optic,18:59:54,7,159.44,30030.49,13,668.48,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,10,10,211,258.15999999999997,0
56,F,H4LDHZL,Town,01-04-2015,Yes,CID14657,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:09:24,9,184.31,44615.42,7,87.16561857,Yes,No,No,Not Applicable,Too many ads,1,Basic,21,18,308,405.08,6
59,F,MTLRP4K,City,11-06-2015,Yes,CID43281,Without Offers,Smartphone,Wi-Fi,9:12:56,2,1402.006418,42853.98,10,,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,7,7,332,100.53999999999999,6
41,M,EX5CA95,City,20-03-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,20:26:49,15,221.87,22764.19,14,684.81,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,19,18,262,349.28,12
47,M,H0Y8AJZ,Town,05-01-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,22:14:41,17,892.0589282,2578.65,22,687.94,No,Yes,No,Not Applicable,Poor Website,1,Pro,24,20,2123,443.93,7
21,M,77OQ064,Village,24-04-2016,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,4:45:59,-999,488.4,23350.05,-10.10118954,785.03,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,40,31,7716,874.47,1
40,F,8HU7PM7,,10-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:52:07,10,65.15,49519.56,Error,687.51,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,12,11,315,260.24,0
27,F,N296VAK,City,02-09-2015,Yes,CID35450,Without Offers,Smartphone,Wi-Fi,19:33:21,-999,294.6,16906.05,27,765.42,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,41,36,13905,768.71,1
36,F,2GNY1HZ,City,31-08-2016,Yes,CID2277,Without Offers,Smartphone,Mobile_Data,8:28:39,13,170.46,27982.31,27,685.82,No,Yes,No,Not Applicable,Too many ads,1,Basic,7,7,237,141.22,7
10,M,8HO35XU,City,29-11-2016,?,CID12722,Without Offers,Desktop,Wi-Fi,4:04:34,11,224.12,21143.91,18,614.26,Yes,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,9,9,292,152.55,17
52,M,5FBUHKI,Village,21-12-2016,Yes,CID30092,Without Offers,Smartphone,Mobile_Data,1:56:19,10,589.09,49562.82,27,560.59,No,Yes,Yes,No Information Available,Too many ads,1,Basic,9,9,338,256.27,10
22,F,7G6LHKW,,26-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:46:50,5,169.88,75278.44,6,704.45,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,19,17,2395,425.22,0
50,M,6I7IBVT,Town,24-05-2017,?,CID63987,Credit/Debit Card Offers,?,Fiber_Optic,14:05:13,14,462.04,48494.46,13,,Yes,No,Yes,Unsolved,Poor Website,1,Basic,4,4,534,84.83,43
57,F,GGGLM6K,,11-09-2015,Yes,CID1076,Without Offers,Desktop,Wi-Fi,22:56:15,6,190.23,10583.35,16,,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,13,11,299,148.04,1
45,M,HPLFCCM,City,23-12-2015,Yes,CID32802,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,1:57:06,10,243.2,10647.37,15,676.68,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,21,20,328,589.65,2
58,F,1IAKJ38,City,14-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:36:30,11,182.99,17938.86,5,,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,18,17,493,399.19,2
54,F,2CJYOTB,City,17-12-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,2:16:53,6,172.0,45639.3,44.51162981,674.89,Yes,No,No,Not Applicable,Poor Website,1,Basic,11,11,271,340.69,0
13,F,C9Y19HC,Town,11-02-2016,Yes,CID51706,Credit/Debit Card Offers,?,Mobile_Data,15:26:09,18,383.77,49418.76,29,,No,Yes,Yes,No Information Available,Poor Product Quality,1,Pro,29,27,2143,681.03,1
37,M,YGRQA4D,Village,02-06-2017,Yes,CID35790,Without Offers,Smartphone,Mobile_Data,13:29:08,11,250.99,44799.46,Error,536.82,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,12,11,337,133.65,4
15,F,Z3UII0A,City,16-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:24:48,16,33.47,21100.96,Error,,No,Yes,Yes,Unsolved,Too many ads,1,Basic,10,10,347,133.81,15
27,M,RL5906E,Village,26-08-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,21:04:23,14,37.68,21512.68,29,610.8,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,12,11,310,148.47,7
20,M,RWGOMLS,City,30-08-2017,No,xxxxxxxx,Without Offers,Both,Wi-Fi,20:25:19,8,451.7,10678.32,Error,,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,6,5,287,110.64,31
45,F,4TU4KM1,City,28-05-2017,Yes,CID1357,Credit/Debit Card Offers,Both,Fiber_Optic,10:23:22,5,942.38,48303.9,12,584.32,Yes,Yes,Yes,No Information Available,No reason specified,1,Basic,14,11,298,210.76999999999998,1
34,M,MMR155W,City,24-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:02:36,12,44.49,3432.73,27,657.23,No,Yes,No,Not Applicable,Too many ads,1,Basic,23,21,379,590.95,3
33,M,A6IPWZ5,City,01-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2:15:22,13,32.17,22136.66,18,768.5,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,33,26,1992,967.61,1
42,F,9C5445B,Town,14-08-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,17:59:54,10,200.0,9825.66,14,599.93,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,21,18,345,653.07,0
45,F,MV8STDT,Village,04-06-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,21:29:33,-999,364.46,20069.36,24,95.59851959,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,16,15,390,498.53,22
61,F,SATVA5K,Village,02-04-2017,Yes,CID17961,Credit/Debit Card Offers,?,Mobile_Data,20:56:01,2,100.69,48929.68,-18.59278321,559.54,No,Yes,Yes,Unsolved,Too many ads,1,Basic,15,15,476,365.05,0
